id,date,time,A,B,C,D,E,F,G,H
111579,1/4/2022,0:40:03,1892,751,1944,751,1601,754,11900,1501
111580,1/4/2022,0:50:01,1892,750,1942,751,1601,758,11935,1503
111581,1/4/2022,1:00:25,0,0,0,0,0,0,0,0
111582,1/4/2022,1:10:08,1892,747,1942,751,1601,754,11915,1503
111583,1/4/2022,1:20:00,1892,750,1943,751,1602,756,11918,1504
111584,1/4/2022,1:30:19,0,0,0,0,0,0,0,0
111585,1/4/2022,1:40:03,1892,749,1945,751,1605,756,11907,1499
111586,1/4/2022,1:50:00,1892,750,1946,751,1606,755,11895,1503
111587,1/4/2022,2:00:19,0,0,0,0,0,0,0,0
111588,1/4/2022,2:10:05,1892,751,1942,751,1605,756,11896,1507
111589,1/4/2022,2:20:00,1892,750,1944,751,1606,754,11934,1504
111590,1/4/2022,2:30:18,0,0,0,0,0,0,0,0
111591,1/4/2022,2:40:02,1892,750,1942,751,1606,756,11917,1508
111592,1/4/2022,2:50:00,1892,749,1942,751,1607,757,11927,1505
111593,1/4/2022,3:00:28,0,0,0,0,0,0,0,0
111594,1/4/2022,3:10:01,1892,749,1942,751,1611,754,11906,1506
111595,1/4/2022,3:20:00,1892,751,1944,751,1610,758,11904,1503
111596,1/4/2022,3:30:33,0,0,0,0,0,0,0,0
111597,1/4/2022,3:40:01,1892,750,1946,751,1612,753,11900,1510
111598,1/4/2022,3:50:01,1892,747,1943,751,1614,756,11926,1512
111599,1/4/2022,4:00:32,0,0,0,0,0,0,0,0
111600,1/4/2022,4:10:00,1892,751,1944,751,1616,755,11936,1508
111601,1/4/2022,4:20:03,1892,751,1946,751,1616,756,11914,1510
111602,1/4/2022,4:30:28,0,0,0,0,0,0,0,0
111603,1/4/2022,4:40:01,1892,751,1945,751,1616,754,11926,1512
111604,1/4/2022,4:50:01,1892,751,1945,751,1616,756,11929,1513
111605,1/4/2022,5:00:25,0,0,0,0,0,0,0,0
111606,1/4/2022,5:10:00,1892,747,1942,751,1617,755,11940,1513
111607,1/4/2022,5:20:01,1892,749,1944,751,1620,755,11937,1513
111608,1/4/2022,5:30:19,0,0,0,0,0,0,0,0
111609,1/4/2022,5:40:01,1892,749,1946,751,1621,756,11898,1513
111610,1/4/2022,5:50:00,1892,748,1944,751,1621,756,11917,1513
111611,1/4/2022,6:00:20,0,0,0,0,0,0,0,0
111612,1/4/2022,6:10:01,1892,750,1945,751,1621,753,11901,1513
111613,1/4/2022,6:20:00,1892,751,1944,751,1621,755,11932,1513
111614,1/4/2022,6:30:28,0,0,0,0,0,0,0,0
111615,1/4/2022,6:40:00,1892,748,1946,751,1621,752,11917,1514
111616,1/4/2022,6:50:00,1892,749,1945,751,1622,755,11890,1516
111617,1/4/2022,7:10:00,1892,750,1946,751,1623,756,11906,1513
111618,1/4/2022,7:20:00,1892,747,1944,751,1624,757,11927,1513
111619,1/4/2022,7:30:27,0,0,0,0,0,0,0,0
111620,1/4/2022,7:40:05,1892,748,1942,751,1622,756,11900,1504
111621,1/4/2022,7:50:02,1892,748,1946,751,1618,756,11923,1500
111622,1/4/2022,8:00:25,0,0,0,0,0,0,0,0
111623,1/4/2022,8:10:00,1892,751,1945,751,1613,756,11900,1496
111624,1/4/2022,8:20:09,1892,750,1942,751,1612,754,11900,1493
111625,1/4/2022,8:30:19,0,0,0,0,0,0,0,0
111626,1/4/2022,8:40:01,1893,747,1946,751,1607,755,11937,1488
111627,1/4/2022,8:50:04,1893,747,1946,750,1607,756,11903,1488
111628,1/4/2022,9:00:28,0,0,0,0,0,0,0,0
111629,1/4/2022,9:10:00,1894,747,1946,749,1607,756,11935,1488
111630,1/4/2022,9:20:00,1894,748,1946,751,1607,755,11937,1484
111631,1/4/2022,9:30:02,1896,750,1946,751,1602,756,11928,1475
111632,1/4/2022,9:40:00,1895,747,1946,749,1597,756,11932,1475
111633,1/4/2022,9:50:00,1895,748,1946,751,1597,755,11927,1474
111634,1/4/2022,10:00:25,0,0,0,0,0,0,0,0
111635,1/4/2022,10:10:07,1893,748,1946,749,1597,756,11914,1475
111636,1/4/2022,10:20:01,1896,747,1946,749,1597,756,11928,1475
111637,1/4/2022,10:30:25,0,0,0,0,0,0,0,0
111638,1/4/2022,10:50:04,1896,747,1949,750,1593,756,11928,1469
111639,1/4/2022,11:00:27,0,0,0,0,0,0,0,0
111640,1/4/2022,11:10:01,1896,747,1951,751,1591,755,11928,1461
111641,1/4/2022,11:20:00,1896,747,1951,751,1591,755,11941,0
111642,1/4/2022,11:30:04,1896,747,1951,751,1592,754,11949,1467
111643,1/4/2022,11:40:02,1896,747,1951,751,1592,754,11955,1469
111644,1/4/2022,11:50:00,1897,747,1951,751,1592,757,11969,1465
111645,1/4/2022,12:00:28,0,0,0,0,0,0,0,0
111646,1/4/2022,12:10:01,1900,747,1951,751,1588,755,11957,1460
111647,1/4/2022,12:20:00,1901,747,1953,749,1588,754,11963,1464
111648,1/4/2022,12:30:32,0,0,0,0,0,0,0,0
111649,1/4/2022,12:40:01,1901,747,1953,751,1588,754,11970,1460
111650,1/4/2022,12:50:03,1901,747,1953,751,1584,756,11942,1464
111651,1/4/2022,13:00:34,0,0,0,0,0,0,0,0
111652,1/4/2022,13:10:03,1901,747,1955,749,1588,753,11956,1460
111653,1/4/2022,13:20:00,1901,747,1955,749,1587,754,11942,1459
111654,1/4/2022,13:30:00,1901,747,1955,751,1583,754,11942,1460
111655,1/4/2022,13:40:00,1901,747,1955,751,1583,754,11955,1457
111656,1/4/2022,13:50:00,1901,747,1955,751,1587,756,11942,1446
111657,1/4/2022,14:00:27,0,0,0,0,0,0,0,0
111658,1/4/2022,14:10:01,1901,747,1960,748,1592,756,11942,1462
111659,1/4/2022,14:20:01,1899,747,1959,751,1593,756,11942,1454
111660,1/4/2022,14:30:25,0,0,0,0,0,0,0,0
111661,1/4/2022,14:40:09,1901,747,1960,748,1588,753,11942,1445
111662,1/4/2022,14:50:01,1901,747,1960,749,1588,756,11942,1459
111663,1/4/2022,15:00:25,0,0,0,0,0,0,0,0
111664,1/4/2022,15:10:07,1901,747,1960,751,1583,755,11942,1459
111665,1/4/2022,15:20:00,1901,747,1960,750,1580,756,11942,1460
111666,1/4/2022,15:30:26,0,0,0,0,0,0,0,0
111667,1/4/2022,15:40:09,1901,747,1963,750,1582,756,11942,1465
111668,1/4/2022,15:50:00,1901,747,1964,751,1578,756,11955,1461
111669,1/4/2022,16:10:03,1902,747,1965,751,1582,756,11942,1464
111670,1/4/2022,16:20:02,1904,747,1965,751,1579,753,11943,1465
111671,1/4/2022,16:40:00,1902,747,1965,751,1582,756,11942,1469
111672,1/4/2022,17:10:00,1904,747,1965,748,1587,756,11914,1474
111673,1/4/2022,17:20:00,1906,747,1965,751,1587,756,11941,0
111674,1/4/2022,17:30:25,0,0,0,0,0,0,0,0
111675,1/4/2022,17:40:05,1904,747,1966,750,1592,755,11940,1478
111676,1/4/2022,17:50:01,1902,747,1967,748,1592,755,11912,1479
111677,1/4/2022,18:00:28,0,0,0,0,0,0,0,0
111678,1/4/2022,18:10:00,1905,748,1969,751,1592,753,11935,1478
111679,1/4/2022,18:20:03,1906,747,1969,749,1593,752,11940,1483
111680,1/4/2022,18:50:00,1904,751,1967,751,1596,756,11920,1486
111681,1/4/2022,19:10:00,1906,747,1970,751,1596,756,11928,1492
111682,1/4/2022,19:20:06,1904,750,1970,747,1599,754,11932,1493
111683,1/4/2022,19:40:02,1904,750,1970,751,1601,754,11940,1496
111684,1/4/2022,19:50:08,1906,749,1970,751,1597,756,11914,1496
111685,1/4/2022,20:10:01,1903,747,1970,751,1600,756,11938,1498
111686,1/4/2022,20:20:07,1905,751,1970,751,1601,756,11936,1498
111687,1/4/2022,20:40:00,1906,751,1970,751,1602,756,11930,1502
111688,1/4/2022,20:50:00,1906,749,1970,751,1606,754,11891,1496
111689,1/4/2022,21:10:01,1906,751,1970,751,1606,754,11930,1503
111690,1/4/2022,21:20:00,1906,750,1970,751,1606,755,11920,1503
111691,1/4/2022,21:40:03,1906,751,1970,751,1610,755,11895,1508
111692,1/4/2022,21:50:00,1906,751,1971,751,1611,752,11934,1508
111693,1/4/2022,22:10:03,1906,749,1972,751,1611,756,11925,1508
111694,1/4/2022,22:20:06,1906,748,1972,751,1611,756,11934,1508
111695,1/4/2022,22:40:10,0,0,0,0,0,0,0,0
111696,1/4/2022,22:50:00,1906,750,1972,751,1612,756,11911,1511
111697,1/4/2022,23:20:00,1906,749,1972,751,1616,755,11934,1508
111698,1/4/2022,23:40:00,1906,751,1974,751,1616,756,11906,1509
111699,1/4/2022,23:50:00,1906,747,1975,751,1617,756,11935,1513
111700,1/5/2022,0:10:00,1906,750,1974,751,1620,756,11890,1511
111701,1/5/2022,0:40:03,1906,751,1974,751,1621,756,11926,1513
111702,1/5/2022,0:50:00,1907,749,1975,751,1621,756,11893,1513
111703,1/5/2022,1:10:04,1907,751,1975,751,1622,755,11906,1514
111704,1/5/2022,1:20:01,1907,749,1974,751,1623,754,11917,1513
111705,1/5/2022,1:40:00,1909,751,1971,751,1626,756,11929,1516
111706,1/5/2022,1:50:01,1907,750,1971,751,1626,754,11917,1518
111707,1/5/2022,2:10:00,1910,751,1971,751,1626,759,11899,1518
111708,1/5/2022,2:20:00,1911,748,1971,751,1626,754,11934,1518
111709,1/5/2022,2:40:03,1907,751,1972,751,1631,756,11934,1518
111710,1/5/2022,2:50:00,1908,748,1971,751,1627,755,11914,1518
111711,1/5/2022,3:10:01,1911,751,1971,751,1630,756,11890,1517
111712,1/5/2022,3:20:09,1909,749,1967,751,1631,756,11898,1520
111713,1/5/2022,3:40:01,1911,751,1961,751,1631,756,11926,1523
111714,1/5/2022,3:50:08,1911,751,1961,751,1631,756,11919,1523
111715,1/5/2022,4:10:00,1908,751,1959,751,1632,756,11932,1523
111716,1/5/2022,4:20:01,1910,751,1959,751,1632,756,11921,1518
111717,1/5/2022,4:30:17,0,0,0,0,0,0,0,0
111718,1/5/2022,4:40:00,1911,750,1955,751,1636,753,11892,1523
111719,1/5/2022,4:50:00,1911,747,1955,751,1635,758,11906,1519
111720,1/5/2022,5:10:02,1907,748,1951,751,1636,760,11937,1523
111721,1/5/2022,5:20:08,1910,749,1951,751,1636,758,11897,1523
111722,1/5/2022,5:40:00,1908,748,1951,751,1637,753,11898,1524
111723,1/5/2022,5:50:07,1909,748,1947,751,1637,753,11935,1523
111724,1/5/2022,6:10:02,1910,751,1947,751,1637,758,11913,1519
111725,1/5/2022,6:20:00,1910,750,1946,751,1638,756,11892,1521
111726,1/5/2022,6:40:01,1911,751,1945,751,1641,756,11893,1519
111727,1/5/2022,6:50:08,1910,747,1944,751,1641,758,11895,1523
111728,1/5/2022,7:10:04,1911,748,1942,751,1637,754,11924,1523
111729,1/5/2022,7:20:09,1911,751,1946,751,1637,756,11924,1523
111730,1/5/2022,7:40:02,1909,748,1942,751,1637,756,11921,1518
111731,1/5/2022,7:50:07,1911,747,1944,751,1635,755,11930,1518
111732,1/5/2022,8:10:03,1908,751,1942,751,1636,756,11893,1517
111733,1/5/2022,8:20:08,1911,749,1946,751,1633,759,11927,1513
111734,1/5/2022,8:40:00,1911,748,1944,751,1630,754,11892,1507
111735,1/5/2022,8:50:01,1911,749,1946,751,1631,756,11899,1507
111736,1/5/2022,9:20:00,1911,751,1945,751,1627,755,11932,1501
111737,1/5/2022,9:40:03,1911,748,1946,751,1623,754,11933,1491
111738,1/5/2022,9:50:00,1911,749,1946,751,1622,756,11938,1498
111739,1/5/2022,10:10:00,1911,749,1946,751,1621,756,11928,1489
111740,1/5/2022,10:20:09,1911,747,1946,751,1618,755,11930,1493
111741,1/5/2022,10:40:01,1911,751,1946,751,1617,755,11904,1487
111742,1/5/2022,11:10:00,1913,750,1946,751,1611,756,11940,1478
111743,1/5/2022,11:20:09,1913,747,1947,751,1607,756,11941,0
111744,1/5/2022,11:40:00,1916,748,1950,751,1607,755,11945,1480
111745,1/5/2022,11:50:00,1916,747,1951,751,1607,754,11952,1479
111746,1/5/2022,12:20:00,1916,747,1951,751,1602,754,11959,1474
111747,1/5/2022,12:40:00,1916,750,1953,751,1597,754,11966,1474
111748,1/5/2022,12:50:01,1916,749,1952,751,1597,756,11945,1474
111749,1/5/2022,13:10:01,1916,747,1955,751,1597,756,11942,1477
111750,1/5/2022,13:40:03,1918,747,1955,750,1593,755,11942,1470
111751,1/5/2022,13:50:01,1917,747,1955,751,1593,756,11942,1461
111752,1/5/2022,14:10:01,1920,747,1960,749,1597,757,11943,1474
111753,1/5/2022,14:20:01,1920,747,1959,751,1601,756,11942,1470
111754,1/5/2022,14:40:02,1917,747,1960,750,1601,756,11942,1471
111755,1/5/2022,14:50:01,1921,747,1960,751,1601,756,11943,1465
111756,1/5/2022,15:10:03,1919,747,1960,751,1597,755,11943,1465
111757,1/5/2022,15:20:00,1919,747,1961,750,1594,754,11942,1464
111758,1/5/2022,15:40:00,1921,747,1965,751,1596,756,11970,1474
111759,1/5/2022,15:50:01,1921,747,1965,751,1596,755,11942,1473
111760,1/5/2022,16:10:00,1921,747,1965,748,1596,754,11942,1473
111761,1/5/2022,16:20:00,1921,747,1965,751,1596,756,11955,1474
111762,1/5/2022,16:40:05,1921,748,1965,751,1593,756,11942,1475
111763,1/5/2022,16:50:10,1921,747,1965,751,1596,752,11942,1459
111764,1/5/2022,17:40:01,1921,750,1970,751,1602,755,11929,1488
111765,1/5/2022,17:50:00,1921,747,1970,749,1603,755,11928,1488
111766,1/5/2022,18:10:00,1921,751,1970,751,1606,756,11940,1493
111767,1/5/2022,18:20:00,1921,747,1970,751,1606,755,11938,1492
111768,1/5/2022,18:40:00,1921,749,1970,751,1604,756,11937,1490
111769,1/5/2022,18:50:08,1921,749,1970,751,1603,757,11892,1490
111770,1/5/2022,19:20:00,1921,751,1970,751,1611,754,11899,1497
111771,1/5/2022,19:40:00,1921,748,1970,751,1607,756,11934,1501
111772,1/5/2022,19:50:00,1921,750,1970,751,1607,756,11904,1501
111773,1/5/2022,20:00:23,0,0,0,0,0,0,0,0
111774,1/5/2022,20:10:01,1922,749,1971,751,1611,756,11914,1505
111775,1/5/2022,20:20:04,1922,750,1971,751,1611,755,11900,1506
111776,1/5/2022,20:40:00,1922,751,1971,751,1611,753,11890,1508
111777,1/5/2022,20:50:01,1924,751,1971,751,1612,756,11930,1508
111778,1/5/2022,21:10:00,1925,748,1974,751,1616,756,11914,1513
111779,1/5/2022,21:20:00,1922,751,1973,751,1616,756,11926,1511
111780,1/5/2022,21:40:04,1924,749,1975,751,1616,756,11903,1510
111781,1/5/2022,21:50:00,1922,749,1975,751,1616,755,11920,1513
111782,1/5/2022,22:10:07,1925,751,1975,751,1619,756,11918,1513
111783,1/5/2022,22:20:09,1926,751,1974,751,1621,756,11939,1513
111784,1/5/2022,22:40:02,1925,751,1975,751,1621,757,11914,1513
111785,1/5/2022,22:50:08,1924,751,1975,751,1621,757,11934,1512
111786,1/5/2022,23:10:00,1924,751,1975,751,1622,757,11913,1513
111787,1/5/2022,23:20:06,1923,750,1975,751,1622,756,11931,1518
111788,1/5/2022,23:40:01,1924,751,1975,751,1625,752,11901,1518
111789,1/5/2022,23:50:01,1926,751,1975,751,1626,756,11887,1518
111790,1/6/2022,0:10:00,1926,749,1975,751,1626,753,11888,1518
111791,1/6/2022,0:20:00,1926,751,1975,751,1626,756,11894,1518
111792,1/6/2022,1:10:00,1926,751,1975,751,1631,757,11890,1519
111793,1/6/2022,1:40:02,1926,751,1975,751,1631,755,11930,1518
111794,1/6/2022,1:50:01,1926,751,1975,751,1631,755,11932,1518
111795,1/6/2022,2:10:01,1926,749,1975,751,1631,756,11923,1521
111796,1/6/2022,2:20:00,1926,751,1975,751,1634,757,11894,1523
111797,1/6/2022,2:40:01,1926,751,1975,751,1636,756,11930,1523
111798,1/6/2022,2:50:01,1926,751,1975,751,1632,754,11902,1523
111799,1/6/2022,3:10:00,1926,751,1975,752,1636,756,11887,1525
111800,1/6/2022,3:20:00,1926,749,1975,752,1636,760,11891,1525
111801,1/6/2022,3:40:04,1926,751,1975,752,1636,756,11894,1524
111802,1/6/2022,3:50:01,1926,751,1975,752,1636,756,11892,1528
111803,1/6/2022,4:10:00,1926,751,1975,752,1638,756,11893,1527
111804,1/6/2022,4:20:01,1926,751,1975,752,1640,756,11901,1522
111805,1/6/2022,4:40:01,1926,748,1975,752,1641,756,11906,1524
111806,1/6/2022,4:50:00,1926,751,1975,752,1641,756,11887,1526
111807,1/6/2022,5:10:03,1929,750,1976,752,1646,760,11928,1526
111808,1/6/2022,5:20:07,1927,750,1976,752,1642,756,11913,1528
111809,1/6/2022,5:40:05,1927,751,1976,752,1645,756,11931,1533
111810,1/6/2022,5:50:10,1927,748,1976,752,1643,757,11909,1529
111811,1/6/2022,6:10:04,1927,751,1976,752,1646,755,11918,1533
111812,1/6/2022,6:20:01,1927,751,1976,752,1646,754,11900,1533
111813,1/6/2022,6:40:04,1927,749,1976,752,1646,757,11906,1533
111814,1/6/2022,6:50:00,1927,748,1976,752,1646,753,11902,1533
111815,1/6/2022,7:10:03,1927,749,1976,752,1646,754,11924,1533
111816,1/6/2022,7:20:07,1927,749,1976,752,1646,755,11909,1530
111817,1/6/2022,7:40:01,1927,751,1976,752,1646,752,11931,1529
111818,1/6/2022,7:50:07,1927,751,1976,752,1646,754,11939,1524
111819,1/6/2022,8:10:06,1927,748,1976,752,1645,756,11934,1517
111820,1/6/2022,8:20:00,1929,751,1976,752,1642,756,11913,1513
111821,1/6/2022,8:40:03,1931,751,1980,752,1633,754,11921,1504
111822,1/6/2022,8:50:00,1931,750,1979,752,1632,756,11926,1500
111823,1/6/2022,9:10:01,1929,751,1976,752,1627,752,11905,1494
111824,1/6/2022,9:20:09,1929,750,1976,752,1625,756,11907,1494
111825,1/6/2022,9:40:02,1926,751,1971,752,1617,756,11930,1487
111826,1/6/2022,9:50:00,1923,749,1969,752,1617,754,11914,1488
111827,1/6/2022,10:10:00,1922,747,1966,752,1617,755,11914,1480
111828,1/6/2022,10:20:00,1922,749,1964,752,1617,753,11928,1480
111829,1/6/2022,10:40:04,1921,748,1961,752,1612,755,11928,1478
111830,1/6/2022,10:50:05,1920,751,1961,752,1612,755,11938,1478
111831,1/6/2022,11:10:04,0,0,0,0,0,0,0,0
111832,1/6/2022,11:20:00,1917,749,1959,752,1607,756,11941,0
111833,1/6/2022,11:40:01,1917,747,1956,752,1607,756,11952,1474
111834,1/6/2022,11:50:00,1917,747,1956,752,1602,756,11981,1472
111835,1/6/2022,12:10:00,1917,748,1955,752,1602,756,11954,1473
111836,1/6/2022,12:20:09,1916,747,1955,752,1602,756,11962,1471
111837,1/6/2022,12:40:00,1915,747,1952,751,1598,758,11969,1469
111838,1/6/2022,12:50:00,1912,747,1952,749,1601,755,11958,1468
111839,1/6/2022,13:10:00,1912,747,1952,751,1597,756,11942,1465
111840,1/6/2022,13:20:00,1912,747,1952,751,1597,756,11942,1469
111841,1/6/2022,13:40:01,1912,747,1952,751,1593,756,11970,1465
111842,1/6/2022,13:50:00,1912,747,1952,751,1596,753,11944,1460
111843,1/6/2022,14:20:00,1910,747,1952,751,1605,753,11942,1449
111844,1/6/2022,14:40:03,1907,747,1949,751,1597,754,11949,1444
111845,1/6/2022,14:50:00,1908,747,1951,751,1595,756,11942,1444
111846,1/6/2022,15:10:02,1907,747,1951,751,1581,756,11942,1454
111847,1/6/2022,15:20:04,1907,747,1951,750,1578,754,11948,1458
111848,1/6/2022,15:40:00,1907,747,1948,748,1573,756,11962,1459
111849,1/6/2022,15:50:01,1907,747,1951,751,1573,756,11960,1460
111850,1/6/2022,16:10:00,1907,747,1948,750,1572,756,11973,1464
111851,1/6/2022,16:20:00,1907,747,1948,750,1572,756,11950,1465
111852,1/6/2022,16:40:00,1905,747,1951,749,1572,756,11942,1470
111853,1/6/2022,16:50:01,1904,747,1949,750,1572,755,11955,1474
111854,1/6/2022,17:10:03,1906,747,1947,750,1572,756,11942,1474
111855,1/6/2022,17:20:00,0,0,0,0,0,0,0,0
111856,1/6/2022,17:40:00,1902,747,1947,751,1573,754,11914,1478
111857,1/6/2022,17:50:08,1902,747,1947,751,1577,756,11935,1478
111858,1/6/2022,18:10:00,1902,747,1947,751,1577,756,11931,1483
111859,1/6/2022,18:20:09,1902,747,1947,751,1577,756,11913,1483
111860,1/6/2022,18:40:04,1902,748,1947,749,1577,756,11924,1483
111861,1/6/2022,18:50:04,1902,748,1947,751,1577,756,11938,1483
111862,1/6/2022,19:10:00,1901,747,1947,751,1577,755,11922,1488
111863,1/6/2022,19:20:01,1901,748,1947,751,1577,756,11940,1489
111864,1/6/2022,19:40:00,1900,748,1946,749,1579,755,11925,1493
111865,1/6/2022,19:50:08,1898,749,1946,750,1582,756,11922,1493
111866,1/6/2022,20:10:05,1900,750,1946,751,1582,754,11940,1493
111867,1/6/2022,20:20:08,1898,747,1946,751,1582,754,11936,1493
111868,1/6/2022,20:40:02,1897,747,1944,751,1582,754,11896,1497
111869,1/6/2022,20:50:07,1897,747,1946,751,1582,756,11912,1498
111870,1/6/2022,21:10:00,1900,748,1946,749,1583,757,11891,1503
111871,1/6/2022,21:20:00,1897,750,1946,751,1584,758,11916,1503
111872,1/6/2022,21:40:01,1898,750,1942,751,1587,757,11900,1508
111873,1/6/2022,21:50:00,1897,750,1943,751,1588,753,11930,1508
111874,1/6/2022,22:00:25,0,0,0,0,0,0,0,0
111875,1/6/2022,22:10:02,1897,750,1942,750,1588,753,11937,1508
111876,1/6/2022,22:20:00,1897,750,1943,750,1588,756,11902,1508
111877,1/6/2022,22:30:31,0,0,0,0,0,0,0,0
111878,1/6/2022,22:40:00,1897,751,1946,751,1592,755,11940,1513
111879,1/6/2022,22:50:01,1897,750,1943,751,1590,752,11924,1513
111880,1/6/2022,23:00:26,0,0,0,0,0,0,0,0
111881,1/6/2022,23:10:06,1897,751,1945,749,1590,756,11933,1513
111882,1/6/2022,23:20:01,1897,747,1944,751,1590,757,11923,1513
111883,1/6/2022,23:30:27,0,0,0,0,0,0,0,0
111884,1/6/2022,23:40:00,1897,750,1942,751,1592,756,11896,1514
111885,1/6/2022,23:50:01,1897,751,1946,751,1592,756,11909,1517
111886,1/7/2022,0:00:27,0,0,0,0,0,0,0,0
111887,1/7/2022,0:10:00,1897,747,1945,751,1592,755,11902,1514
111888,1/7/2022,0:20:00,1897,748,1946,751,1593,753,11889,1514
111889,1/7/2022,0:30:18,0,0,0,0,0,0,0,0
111890,1/7/2022,0:40:02,1896,749,1945,751,1593,756,11933,1515
111891,1/7/2022,0:50:03,1896,747,1942,751,1593,754,11890,1518
111892,1/7/2022,1:10:01,1896,751,1942,751,1593,755,11896,1517
